playerid,displayname,height,weight,dob,position,origin
2020777569,"McHenry, Ned",179.0,70.0,2000-07-13,Midfield,Geelong Falcons
2019779724,"McInerney, Justin",187.0,73.0,2000-08-18,Midfield,Northern Knights
2018777090,"McInerney, Oscar",205.0,107.0,1994-07-10,"Forward, Ruck",Casey Demons
2012771932,"McInnes, Andrew",191.0,87.0,1992-03-20,Defender,Dandenong Stingrays
2015775207,"McInnes, Fraser",197.0,91.0,1993-07-19,Ruck,Perth
2022773776,"McInnes, Reef",194.0,87.0,2002-12-12,Forward,Oakleigh Chargers
2005774357,"McIntosh, Hamish",203.0,103.0,1984-09-04,Ruck,Murray Bushrangers
2015771823,"McIntosh, Kamdyn",191.0,91.0,1994-04-03,Midfield,Peel Thunder
2012774233,"McIntyre, Tim",176.0,79.0,1989-04-09,Forward,Sturt
2017775377,"McKay, Ben",201.0,95.0,1997-12-24,Defender,Gippsland Power
2017779237,"McKay, Harry",204.0,99.0,1997-12-24,Forward,Gippsland Power
2011771265,"McKeever, Niall",196.0,95.0,1989-02-16,Defender,Ireland
2015772271,"McKenna, Conor",184.0,88.0,1996-03-28,Defender,"Eglish, Tyrone"
2012773565,"McKenzie, Brad",186.0,84.0,1993-05-29,"Defender, Midfield",Sturt
2015776577,"McKenzie, Daniel",185.0,83.0,1996-05-17,Defender,Oakleigh Chargers
2009774052,"McKenzie, Jordie",186.0,82.0,1990-06-21,Midfield,Geelong Falcons
2011773387,"McKenzie, Trent",191.0,83.0,1992-04-03,Defender,Western Jets
2009771825,"McKernan, Shaun",196.0,100.0,1990-09-01,"Forward, Ruck",Calder Cannons
2004774432,"McLean, Brock",184.0,85.0,1986-03-11,Midfield,Calder Cannons
2019773410,"McLean, Hayden",197.0,93.0,1999-01-20,Ruck,Sandringham
2015771528,"McLean, Toby",180.0,79.0,1996-01-31,Forward,Oakleigh Chargers
2007771749,"McMahon, Scott",184.0,88.0,1986-06-02,Defender,Woodville-West Torrens
2023778125,"McMullin, Toby",183.0,83.0,2004-08-06,Forward,Sandringham Dragons
2021773466,"McNeil, Lachlan",182.0,80.0,2001-02-09,"Midfield, Forward",Woodville-West Torrens
2017779850,"McNiece, Ben",178.0,76.0,1992-03-22,Defender,Essendon
2000774739,"McPharlin, Luke",192.0,91.0,1981-12-01,Defender,East Fremantle
2001778407,"McPhee, Adam",190.0,91.0,1982-10-06,Forward,Dandenong Stingrays
2020772453,"McPherson, Andrew",186.0,79.0,1999-06-20,Defender,Woodville-West Torrens
2005775398,"McQualter, Andrew",179.0,74.0,1986-06-09,Forward,Gippsland Power
2014774590,"McStay, Daniel",195.0,100.0,1995-06-24,Forward,Eastern Ranges
2023777983,"McVee, Judd",185.0,76.0,2003-08-07,Defender,East Fremantle
2004776824,"McVeigh, Jarrad",184.0,81.0,1985-04-07,Defender,NSW-ACT Under 18s
1999774620,"McVeigh, Mark",184.0,85.0,1981-01-26,"Defender, Midfield",Pennant Hills
2022777516,"Mead, Jackson",184.0,83.0,2001-09-30,"Midfield, Forward",Woodville-West Torrens
2021775615,"Meek, Lloyd",203.0,111.0,1998-04-22,Ruck,GWV Rebels
2017773724,"Melican, Lewis",195.0,98.0,1996-11-04,Defender,Geelong Falcons
2010772094,"Melksham, Jake",186.0,83.0,1991-08-29,Forward,Calder Cannons
2011774263,"Mellington, Josh",188.0,80.0,1992-12-29,Forward,Murray Bushrangers
2014777376,"Membrey, Tim",190.0,89.0,1994-05-26,Forward,Gippsland Power
2015771592,"Menadue, Connor",187.0,80.0,1996-09-19,Defender,Western Jets
2016776590,"Menegola, Sam",189.0,89.0,1992-03-07,Midfield,Subiaco
2010771251,"Menzel, Daniel",190.0,90.0,1991-09-13,Forward,Central District
2013777215,"Menzel, Troy",187.0,84.0,1994-09-22,Forward,Central District
2022774199,"Menzie, Jye",180.0,81.0,2002-10-28,Forward,South Adelaide
2005771138,"Merrett, Daniel",195.0,103.0,1984-12-12,Defender,Southport Sharks
2012773803,"Merrett, Jackson",185.0,83.0,1993-02-27,"Defender, Forward",Geelong Falcons
2014779731,"Merrett, Zach",180.0,83.0,1995-10-03,Midfield,Sandringham Dragons
2022779729,"Michael, Carter",188.0,83.0,2002-05-22,Defender,Maroochydore
2013774310,"Michael, Sam",199.0,98.0,1993-07-05,Ruck,Redland
2023773828,"Michalanney, Max",190.0,80.0,2004-02-26,Defender,Norwood
2013774143,"Michie, Viv",185.0,85.0,1992-02-23,Midfield,Oakleigh Chargers
2019776865,"Miers, Gryan",178.0,78.0,1999-03-30,Forward,Geelong Falcons
2018778422,"Mihocek, Brody",192.0,97.0,1993-02-04,Forward,Port Melbourne
2012773953,"Milera, Terry",185.0,68.0,1988-01-08,Forward,Port Adelaide
2016776481,"Milera, Wayne",184.0,81.0,1997-09-14,"Defender, Midfield",Central District
2012778978,"Miles, Anthony",180.0,81.0,1992-02-28,Midfield,GWS Giants Academy
2017773522,"Miles, Teia",180.0,70.0,1996-11-02,Defender,Geelong Falcons
2021778136,"Miller, Ben",195.0,95.0,1999-08-31,Defender,Subiaco
2002771036,"Miller, Brad",194.0,96.0,1983-07-06,Forward,Mt Gravatt
2015778053,"Miller, Touk",178.0,83.0,1996-02-22,Midfield,Calder Cannons
2016773830,"Mills, Callum",189.0,83.0,1997-04-02,"Defender, Midfield",North Shore
2001772467,"Milne, Stephen",176.0,83.0,1980-03-08,Forward,Dandenong Stingrays
2013774263,"Minchington, Darren",179.0,82.0,1993-12-09,Forward,Dandenong Stingrays
2004771306,"Minson, Will",199.0,106.0,1985-04-11,Ruck,Norwood
2018771785,"Mirra, David",186.0,89.0,1991-03-20,Defender,Box Hill Hawks
2013773804,"Mitchell, Kane",174.0,74.0,1989-12-01,Midfield,Claremont
2012772598,"Mitchell, Luke",198.0,94.0,1992-02-28,Forward,Calder Cannons
2002775293,"Mitchell, Sam",180.0,84.0,1982-10-12,Midfield,Eastern Ranges
2023777956,"Mitchell, Seamus",181.0,80.0,2002-07-03,Defender,Bendigo Pioneers
2013777613,"Mitchell, Tom",182.0,84.0,1993-05-31,Midfield,Claremont
2012772311,"Mohr, Tim",196.0,103.0,1988-10-19,Defender,Casey Demons
2013773349,"Moller, Craig",204.0,86.0,1994-08-22,Ruck,Carlton
2003772806,"Moloney, Brent",181.0,88.0,1984-01-28,Midfield,Geelong Falcons
2005779634,"Monfries, Angus",185.0,78.0,1987-01-19,Forward,Sturt
2002777090,"Montagna, Leigh",178.0,76.0,1983-11-02,Defender,Northern Knights
2012772480,"Mooney, Caolan",184.0,76.0,1993-01-25,Forward,Ireland
2010773626,"Moore, Andrew",189.0,87.0,1991-05-30,Midfield,Eastern Ranges
2016772990,"Moore, Callum",193.0,85.0,1996-09-03,Forward,Calder Cannons
2015778467,"Moore, Darcy",203.0,100.0,1996-01-25,Defender,Oakleigh Chargers
2019777733,"Moore, Dylan",176.0,70.0,1999-08-04,Forward,Eastern Ranges
2004775140,"Moore, Kelvin",190.0,84.0,1984-03-25,Defender,Healesville
2010776412,"Morabito, Anthony",189.0,93.0,1991-10-29,Midfield,Peel Thunder
2018772830,"Morgan, Alex",182.0,83.0,1996-01-28,Defender,Oakleigh Chargers
2005778389,"Morris, Dale",190.0,91.0,1982-12-29,Defender,Werribee
2020772347,"Morris, Josh",186.0,76.0,2001-11-07,Forward,Woodville-West Torrens
2012775227,"Morris, Steven",185.0,83.0,1988-12-31,Defender,West Adelaide
2017775642,"Morrison, Harry",180.0,79.0,1998-11-12,"Defender, Midfield",Murray Bushrangers
2008774428,"Morton, Cale",192.0,86.0,1990-01-18,Midfield,Claremont
2005771423,"Morton, Mitch",184.0,83.0,1987-01-28,Forward,Claremont
2020778512,"Mosquito, Irving",176.0,72.0,2000-08-24,Forward,Gippsland Power
2022778389,"Motlop, Jesse",176.0,76.0,2003-11-23,Forward,South Fremantle
2010777559,"Motlop, Steven",183.0,76.0,1991-03-12,Forward,Wanderers
2017771652,"Mountford, Declan",181.0,75.0,1997-02-13,"Defender, Midfield",Claremont
2023779523,"Moyle, Ned",206.0,104.0,2002-02-15,Ruck,Oakleigh Chargers
2011772164,"Mullett, Aaron",184.0,82.0,1992-02-23,Defender,Eastern Ranges
2023777924,"Mullin, Oisin",182.0,85.0,2000-02-11,Defender,Mayo
2008773839,"Mumford, Shane",197.0,105.0,1986-07-05,Ruck,Geelong Cats
2005777934,"Mundy, David",193.0,94.0,1985-07-20,Midfield,Murray Bushrangers
2013772131,"Murdoch, Brodie",188.0,78.0,1994-01-21,Forward,Glenelg
2012773837,"Murdoch, Jordan",190.0,87.0,1992-03-23,Defender,Glenelg
2018774782,"Murphy, Lachlan",176.0,76.0,1998-12-04,Forward,Adelaide Football Club
2006779329,"Murphy, Marc",180.0,80.0,1987-07-19,Midfield,Oakleigh Chargers
2018776267,"Murphy, Nathan",190.0,79.0,1999-12-15,Defender,Sandringham Dragons
2000776043,"Murphy, Robert",187.0,81.0,1982-06-09,Defender,Gippsland Power
2018773254,"Murphy, Tom",189.0,82.0,1998-01-19,Defender,Dandenong Stingrays
2005777740,"Murphy, Tom",189.0,85.0,1986-03-19,Defender,Sandringham Dragons
2021778762,"Murray, Nick",195.0,97.0,2000-12-18,Defender,Allies
2018779630,"Murray, Sam",187.0,86.0,1997-09-02,Defender,Wodonga Raiders Football Club
2018776764,"Mutch, Kobe",187.0,83.0,1998-03-18,Midfield,Bendigo Pioneers
2017772257,"Mutimer, Kurt",184.0,81.0,1997-03-11,Defender,Dandenong Stingrays
2008772107,"Myers, David",191.0,89.0,1989-06-30,Midfield,Perth
2011775433,"Mzungu, Tendai",183.0,86.0,1986-02-28,Midfield,Perth
2009783110,"Nahas, Robin",176.0,72.0,1987-11-10,Forward,Oakleigh Chargers
2019784270,"Naish, Patrick",182.0,75.0,1999-01-15,Midfield,Northern Knights
2014786629,"Naismith, Sam",206.0,108.0,1992-07-16,Ruck,North Shore
2009787123,"Naitanui, Nic",201.0,110.0,1990-05-04,Ruck,Swan Districts
2023787196,"Nankervis, Luke",191.0,85.0,2003-05-25,Defender,Sandringham Dragons
2015789802,"Nankervis, Toby",199.0,102.0,1994-08-12,Ruck,North Launceston
2018788777,"Narkle, Quinton",181.0,80.0,1997-12-03,Midfield,Perth
2018783190,"Nash, Conor",197.0,93.0,1998-07-28,Forward,Dublin
2018781136,"Naughton, Aaron",195.0,89.0,1999-11-30,Forward,Peel Thunder
2013788331,"Neade, Jake",170.0,67.0,1994-05-29,Forward,GWV Rebels
2015783703,"Neal-Bullen, Alex",182.0,80.0,1996-01-09,Forward,Glenelg
2012786162,"Neale, Lachie",177.0,85.0,1993-05-24,Midfield,Glenelg
2022788998,"Neale, Shannon",203.0,100.0,2002-07-25,Forward,South Fremantle
2012789418,"Neates, Ryan",169.0,68.0,1991-06-21,Midfield,Claremont
2015788609,"Nelson, Jackson",187.0,85.0,1996-03-15,Defender,Geelong Falcons
2021789985,"Newcombe, Jai",186.0,85.0,2001-08-02,Midfield,Box Hill Hawks
2002784639,"Newman, Chris",183.0,81.0,1982-05-18,Defender,Dandenong Stingrays
2012783384,"Newman, Murray",179.0,70.0,1993-11-18,Forward,West Coast
2017786748,"Newman, Nic",187.0,83.0,1993-01-15,Defender,Frankston FC
2012787112,"Newnes, Jack",186.0,82.0,1993-02-24,Midfield,Northern Knights
2014783574,"Newton, Ben",183.0,84.0,1992-08-08,"Midfield, Forward",South Fremantle
2011781862,"Nicholls, Tom",203.0,102.0,1992-03-04,Ruck,Sandringham Dragons
2011784999,"Nicholson, Daniel",183.0,78.0,1990-11-02,Defender,University Blues
2017784654,"Nielson, Dan",194.0,96.0,1996-05-09,Defender,Eastern Ranges
2019789839,"Noble, John",180.0,72.0,1997-03-25,Defender,West Adelaide
2017789829,"Nyhuis, Ryan",188.0,88.0,1996-09-06,Defender,Nightcliff
2022787137,"Nyuon, Bigoa",197.0,93.0,2001-05-18,Forward,Dandenong Stingrays
2010791805,"OBrien, Jesse",184.0,71.0,1991-02-13,Midfield,North Adelaide
2018794004,"OBrien, Lochie",184.0,78.0,1999-09-18,Midfield,Bendigo Pioneers
2012796395,"OBrien, Nick",188.0,91.0,1993-06-26,Midfield,GWV Rebels
2016798113,"OBrien, Reilly",202.0,101.0,1995-08-20,Ruck,Calder Cannons
2014793667,"OBrien, Tim",193.0,90.0,1994-03-28,Forward,Glenelg
2014794195,"OBrien, Zac",183.0,78.0,1990-10-27,Midfield,Essendon
2017798614,"OConnor, Mark",191.0,87.0,1997-01-17,"Defender, Midfield",Ireland
2021793759,"OConnor, Ronin",191.0,85.0,2001-02-01,Midfield,Claremont
2023792381,"ODonnell, James",197.0,88.0,2002-08-31,Defender,Cricket
2022799317,"ODriscoll, Nathan",188.0,82.0,2002-05-17,Midfield,Perth
2022797962,"Oea, Hewago",172.0,70.0,2001-11-13,"Midfield, Forward",Gold Coast Suns Academy
2005791210,"OhAilpin, Setanta",199.0,100.0,1983-03-18,"Forward, Ruck",Ireland
2020795814,"OHalloran, Xavier",186.0,84.0,2000-07-11,Midfield,Western Jets
2012792747,"OHanlon, Brett",189.0,87.0,1993-07-17,Forward,Dandenong Stingrays
2000798812,"OKeefe, Ryan",187.0,88.0,1981-01-24,Midfield,Calder Cannons
2011795236,"OKeeffe, Rhys",188.0,86.0,1990-08-08,Defender,North Adelaide
2016799932,"Oliver, Clayton",187.0,85.0,1997-07-22,Midfield,Murray Bushrangers
2013794024,"OMeara, Jaeger",183.0,82.0,1994-02-23,Midfield,Perth
2020793920,"ONeill, Xavier",185.0,81.0,2000-08-03,Midfield,Oakleigh Chargers
2018799068,"ORiordan, Colin",187.0,87.0,1995-10-12,Defender,Ireland
2013797914,"ORourke, Jonathan",184.0,80.0,1994-04-21,Midfield,Calder Cannons
2013799246,"Osborne, Leigh",182.0,81.0,1990-03-13,Defender,Frankston FC
2001799727,"Osborne, Michael",178.0,81.0,1982-07-29,Forward,Labrador
2011797972,"OShea, Cameron",193.0,91.0,1992-03-13,Defender,Eastern Ranges
2008795429,"Otten, Andy",194.0,92.0,1989-05-15,Defender,Oakleigh Chargers
2022795100,"Owens, Mitch",190.0,85.0,2003-09-24,Forward,Sandringham Dragons
2020794973,"Owies, Matthew",179.0,84.0,1997-03-19,Forward,St Kevins
2013798422,"Oxley, Adam",192.0,78.0,1992-11-01,Defender,Redland
2012809847,"Paine, Jackson",192.0,95.0,1993-06-21,Forward,Sandringham Dragons
2016808190,"Palmer, Jesse",188.0,86.0,1996-10-17,Forward,GWV Rebels
2008804553,"Palmer, Rhys",181.0,83.0,1989-02-13,Forward,East Fremantle
2013801954,"Paparone, Marco",194.0,88.0,1994-09-03,Defender,East Fremantle
2016803212,"Papley, Tom",178.0,76.0,1996-07-13,Forward,Gippsland Power
2017807670,"Parfitt, Brandan",180.0,79.0,1998-04-27,"Midfield, Forward",NT Thunder
2016804522,"Parish, Darcy",181.0,77.0,1997-07-25,Midfield,Geelong Falcons
2011807692,"Parker, Luke",183.0,87.0,1992-10-25,Midfield,Dandenong Stingrays
2019801558,"Parker, Matthew",190.0,75.0,1996-01-25,Forward,South Fremantle
2021803509,"Parks, Luke",189.0,93.0,2001-04-18,Defender,Glenelg
2022807234,"Parnell, Patrick",177.0,71.0,2002-03-04,Defender,Murray Bushrangers
2017804412,"Parsons, James",190.0,82.0,1997-04-12,Midfield,AFL Academy
2017803001,"Partington, Luke",181.0,79.0,1997-03-05,Forward,Norwood
2006805596,"Patfull, Joel",190.0,90.0,1984-12-07,Defender,Port Adelaide
2018802965,"Paton, Ben",187.0,79.0,1998-10-19,Defender,Murray Bushrangers
2011802554,"Patrick, Liam",189.0,72.0,1988-03-04,Forward,Federal Demons
2012805807,"Patton, Jonathon",198.0,102.0,1993-05-20,Forward,Eastern Ranges
2000807726,"Pavlich, Matthew",192.0,99.0,1981-12-31,Forward,Woodville-West Torrens
2020806330,"Payne, Jack",197.0,101.0,1999-10-15,Defender,Brisbane Lions Academy
2005809838,"Peake, Brett",186.0,86.0,1983-07-05,Midfield,East Fremantle
2015804220,"Pearce, Alex",201.0,101.0,1995-06-09,Defender,Devonport
2009808725,"Pearce, Clancee",182.0,85.0,1990-10-23,"Defender, Midfield",Swan Districts
2012807071,"Pearce, Daniel",191.0,76.0,1993-01-22,Midfield,Oakleigh Chargers
2005802459,"Pearce, Danyle",178.0,79.0,1986-04-07,Forward,Sturt
2008809390,"Pears, Tayte",191.0,92.0,1990-03-24,Defender,East Perth
2021802858,"Peatling, James",182.0,73.0,2000-08-21,Forward,GWS Giants Academy
2011801163,"Pedersen, Cameron",193.0,95.0,1987-03-17,"Forward, Ruck",Box Hill Hawks
2021804782,"Pedlar, Luke",183.0,80.0,2002-05-17,Midfield,Glenelg
2006801835,"Pendlebury, Scott",191.0,90.0,1988-01-07,Midfield,Gippsland Power
2020805815,"Perez, Flynn",187.0,82.0,2001-08-25,Defender,Bendigo Pioneers
2023801264,"Peris, Jack",178.0,74.0,2003-12-17,"Midfield, Forward",Sandringham Dragons
2021809035,"Perkins, Archie",185.0,87.0,2002-03-26,"Midfield, Forward",Sandringham Dragons
2017805026,"Perryman, Harry",184.0,80.0,1998-12-19,Midfield,Collingullie
2016803810,"Petracca, Christian",186.0,96.0,1996-01-04,Forward,Eastern Ranges
2009801400,"Petrenko, Jared",178.0,82.0,1989-12-22,Forward,Woodville-West Torrens
2017803423,"Petrevski-Seton, Sam",182.0,78.0,1998-02-19,"Defender, Midfield",Claremont
2001801982,"Petrie, Drew",197.0,101.0,1982-10-15,Forward,GWV Rebels
2018804230,"Petruccelle, Jack",185.0,80.0,1999-04-12,Forward,Northern Knights
2007807561,"Petterd, Ricky",185.0,85.0,1988-07-24,"Midfield, Forward",Broadbeach
2018802450,"Petty, Harry",197.0,83.0,1999-11-12,"Defender, Forward",Norwood
2008806675,"Pfeiffer, Darren",184.0,83.0,1987-09-28,Midfield,Norwood
2023803917,"Phillipou, Mattaes",190.0,88.0,2004-12-27,Forward,Eagles
2012806200,"Phillips, Andrew",201.0,98.0,1991-07-03,Ruck,Lauderdale
2018803773,"Phillips, Ed",187.0,80.0,1998-03-29,Midfield,Oakleigh Chargers
2006803498,"Phillips, Simon",174.0,71.0,1987-04-05,Forward,Norwood
2016801382,"Phillips, Tom",187.0,79.0,1996-05-07,Midfield,Oakleigh Chargers
2021802041,"Phillips, Will",180.0,80.0,2002-05-22,"Midfield, Forward",Oakleigh Chargers
2020809776,"Philp, Sam",185.0,80.0,2001-08-04,Midfield,Northern Knights
2009806801,"Picken, Liam",184.0,83.0,1986-08-01,Forward,Williamstown
2017801122,"Pickett, Jarrod",178.0,77.0,1996-08-18,Forward,South Fremantle
2020802101,"Pickett, Kysaiah",170.0,67.0,2001-06-02,Forward,Woodville-West Torrens
2019805439,"Pickett, Marlion",184.0,84.0,1992-01-06,Midfield,South Fremantle
2016801117,"Pierce, Lewis",203.0,103.0,1994-11-16,Ruck,Dandenong Stingrays
2011808926,"Pitt, Jayden",189.0,76.0,1992-10-07,Defender,Geelong Falcons
2011802211,"Pittard, Jasper",186.0,84.0,1991-04-01,Defender,Geelong Falcons
2016801287,"Pittonet, Marc",202.0,105.0,1996-06-03,Ruck,Oakleigh Chargers
2013803908,"Plowman, Lachie",193.0,90.0,1994-09-11,Defender,Calder Cannons
2010807356,"Podsiadly, James",193.0,100.0,1981-09-10,Forward,Geelong Cats
2018807950,"Poholke, Myles",186.0,86.0,1998-07-10,Forward,Dandenong Stingrays
2011803275,"Polec, Jared",187.0,84.0,1992-10-12,Midfield,Woodville-West Torrens
2008801314,"Polkinghorne, James",184.0,87.0,1989-01-21,Midfield,Calder Cannons
2006801047,"Polo, Dean",187.0,83.0,1986-08-05,Midfield,Gippsland Power
2017809983,"Polson, Cameron",177.0,76.0,1998-03-11,Forward,Sandringham Dragons
2006803072,"Porplyzia, Jason",177.0,80.0,1984-11-27,Forward,West Adelaide
2020802610,"Porter, Callum",182.0,76.0,1999-02-22,Midfield,Gippsland Power
2009806624,"Post, Jayden",195.0,93.0,1989-12-05,"Defender, Forward",Western Jets
2021805676,"Poulter, Caleb",192.0,79.0,2002-10-12,"Midfield, Forward",Woodville-West Torrens
2021805517,"Powell, Tom",183.0,74.0,2002-03-02,"Midfield, Forward",Sturt
2018804468,"Powell, Wil",185.0,76.0,1999-08-26,Defender,Claremont
2017804970,"Powell-Pepper, Sam",187.0,91.0,1998-01-08,"Midfield, Forward",East Perth
1998808544,"Power, Luke",179.0,78.0,1980-01-08,"Midfield, Forward",Oakleigh Chargers
2011807722,"Prestia, Dion",175.0,82.0,1992-10-12,Midfield,Calder Cannons
2017804708,"Preuss, Braydon",206.0,109.0,1995-06-16,Ruck,Surfers Paradise
2006804563,"Priddis, Matt",184.0,90.0,1985-03-21,Midfield,Subiaco
2021804686,"Prior, Jaxon",188.0,79.0,2001-06-04,"Defender, Midfield",West Perth
2015804206,"Prudden, Josh",182.0,80.0,1994-09-06,Defender,Assumption College
2011809824,"Puopolo, Paul",173.0,78.0,1987-12-02,Forward,Norwood
2009804032,"Pyke, Mike",201.0,104.0,1984-03-24,Ruck,Canada
2019813547,"Quaynor, Isaac",180.0,83.0,2000-01-15,Defender,Oakleigh Chargers
2022822906,"Rachele, Josh",180.0,78.0,2003-04-11,Forward,Murray Bushrangers
2004829572,"Raines, Andrew",183.0,82.0,1986-03-08,Midfield,Southport Sharks
2021823893,"Ralphsmith, Hugo",186.0,70.0,2001-11-09,"Midfield, Forward",Sandringham Dragons
2013825860,"Rampe, Dane",187.0,88.0,1990-06-02,Defender,Williamstown
2014825982,"Ramsay, Jackson",184.0,82.0,1994-11-20,Defender,East Perth
2023823519,"Ramsden, Max",203.0,86.0,2003-04-19,Forward,Sandringham Dragons
2009822285,"Rance, Alex",194.0,96.0,1989-10-09,Defender,Swan Districts
2020825672,"Rankine, Izak",179.0,76.0,2000-04-23,Forward,West Adelaide
2021824683,"Rantall, Jay",184.0,82.0,2001-06-10,Midfield,GWV Rebels
2018829920,"Ratugolea, Esava",197.0,102.0,1998-07-24,"Forward, Ruck",Murray Bushrangers
2004828949,"Ray, Farren",187.0,84.0,1986-03-23,Midfield,Peel Thunder
2018824025,"Rayner, Cam",187.0,90.0,1999-10-21,Forward,Western Jets
2009825096,"Redden, Jack",190.0,85.0,1990-12-09,Midfield,Glenelg
2012829302,"Redden, Jarrad",205.0,107.0,1990-12-27,Ruck,Woodville-West Torrens
2016827438,"Redman, Mason",187.0,87.0,1997-08-26,Defender,Glenelg
2014821865,"Redpath, Jack",194.0,100.0,1990-12-13,Forward,Kyneton
2021824066,"Reeves, Ned",208.0,96.0,1998-10-31,Ruck,Box Hill Hawks
2007822373,"Reid, Ben",196.0,98.0,1989-04-29,Forward,Murray
2020829441,"Reid, Nic",188.0,86.0,1995-09-04,Forward,Unknown
2008827999,"Reid, Sam",188.0,85.0,1989-11-07,Defender,Uws Giants
2010829216,"Reid, Sam",196.0,100.0,1991-12-27,Forward,Murray Bushrangers
2021825839,"Reid, Zach",202.0,82.0,2002-03-02,Defender,Gippsland Power
2002824246,"Reilly, Brent",183.0,85.0,1983-11-12,Defender,Calder Cannons
2007824625,"Reimers, Kyle",182.0,85.0,1989-01-10,Forward,Peel Thunder
2008822700,"Renouf, Brent",200.0,98.0,1988-05-03,Ruck,Port Adelaide
2020827511,"Riccardi, Jake",195.0,92.0,1999-11-07,Forward,Werribee
2018822513,"Rice, Bailey",184.0,88.0,1997-02-10,Defender,Dandenong Stingrays
2009828438,"Rich, Daniel",183.0,87.0,1990-06-07,Defender,Subiaco
2018824626,"Richards, Ed",185.0,79.0,1999-07-03,"Midfield, Forward",Oakleigh Chargers
2002828417,"Richards, Ted",192.0,94.0,1983-01-11,Defender,Sandringham Dragons
2013827893,"Richards, Xavier",196.0,93.0,1993-04-25,Defender,Sandringham Dragons
2018826450,"Ridley, Jordan",192.0,91.0,1998-10-20,Defender,Oakleigh Chargers
2007822538,"Riewoldt, Jack",193.0,92.0,1988-10-31,Forward,Tasmania Devils
2001823842,"Riewoldt, Nick",193.0,92.0,1982-10-17,Forward,Southport Sharks
2011826393,"Riley, Aidan",183.0,86.0,1991-12-13,Midfield,Wollongong Lions
2008822999,"Rioli, Cyril",177.0,80.0,1989-07-14,Forward,St Marys
2016827316,"Rioli, Daniel",179.0,76.0,1997-04-16,Forward,GWV Rebels
2021824998,"Rioli, Maurice",179.0,75.0,2002-09-01,"Midfield, Forward",Oakleigh Chargers
2018824386,"Rioli, Willie",175.0,80.0,1995-06-04,Forward,Glenelg
2004828133,"Rischitelli, Michael",185.0,84.0,1986-01-08,Defender,Western Jets
2003822248,"Rivers, Jared",194.0,94.0,1984-10-18,Defender,North Adelaide
2020821360,"Rivers, Trent",188.0,85.0,2001-07-30,"Defender, Midfield",East Fremantle
2010828665,"Roberton, Dylan",194.0,94.0,1991-06-21,Defender,Dandenong Stingrays
2012823366,"Roberts, Fletcher",196.0,92.0,1993-06-03,Defender,Sandringham Dragons
2022829920,"Roberts, Matt",184.0,84.0,2003-07-31,Midfield,South Adelaide
2003825135,"Roberts-Thomson, Lewis",194.0,92.0,1983-09-08,"Defender, Forward",North Shore
2020822855,"Robertson, Deven",182.0,80.0,2001-06-30,Midfield,Perth
2014827563,"Robertson, Nick",191.0,98.0,1995-06-03,Defender,West Perth
2015822754,"Robinson, Dan",184.0,85.0,1994-07-03,Forward,Geelong Cats
2009829652,"Robinson, Mitch",184.0,90.0,1989-06-07,Midfield,Tasmania Devils
2009824522,"Rockliff, Tom",185.0,85.0,1990-02-22,Midfield,Murray Bushrangers
2002824259,"Rodan, David",173.0,87.0,1983-10-08,Midfield,Calder Cannons
2010827761,"Rohan, Gary",189.0,92.0,1991-06-07,Forward,Geelong Falcons
2018822289,"Ronke, Ben",183.0,76.0,1997-12-18,Forward,Calder Cannons
2005821974,"Rosa, Matt",191.0,84.0,1986-11-23,Midfield,GWV Rebels
2021829998,"Rosas, Malcolm",175.0,70.0,2001-06-27,Forward,NT Thunder
2015827922,"Rose, James",185.0,79.0,1996-04-16,Forward,Sturt
2008826272,"Ross, Ben",179.0,74.0,1988-09-21,Midfield,North Melbourne
2019827224,"Ross, Jack",187.0,85.0,2000-09-03,Midfield,Oakleigh Chargers
2012821790,"Ross, Sebastian",188.0,88.0,1993-05-07,Midfield,GWV Rebels
2019824307,"Rotham, Josh",193.0,86.0,1998-02-25,Defender,West Perth
2005825900,"Roughead, Jarryd",193.0,98.0,1987-01-23,Forward,Gippsland Power
2010821389,"Roughead, Jordan",200.0,101.0,1990-11-03,Defender,GWV Rebels
2011828076,"Rounds, Luke",181.0,75.0,1991-02-10,Midfield,Geelong Falcons
2019826450,"Rowbottom, James",186.0,78.0,2000-09-19,"Midfield, Forward",Oakleigh Chargers
2021823478,"Rowe, James",173.0,73.0,1999-09-17,Forward,Woodville-West Torrens
2013821966,"Rowe, Sam",199.0,98.0,1987-11-19,Defender,Murray Bushrangers
2020827213,"Rowell, Matt",178.0,74.0,2001-07-01,Midfield,Oakleigh Chargers
2023826562,"Rowston, Harry",182.0,82.0,2004-08-12,Midfield,Griffith Swans FNC
2019822304,"Rozee, Connor",185.0,74.0,2000-01-22,Forward,North Adelaide
2016822790,"Ruggles, Tom",186.0,86.0,1992-04-25,Defender,Geelong Cats
2020829408,"Ruscoe, Trey",190.0,90.0,2001-11-03,"Defender, Midfield",East Fremantle
2005823883,"Russell, Jordan",188.0,86.0,1986-11-06,Defender,West Adelaide
2011825234,"Russell, Luke",186.0,83.0,1992-01-24,"Midfield, Forward",Burnie Dockers
2003826623,"Rutten, Ben",190.0,98.0,1983-05-28,Defender,West Adelaide
2023825926,"Ryan, Brandon",200.0,91.0,1997-11-07,Forward,Northern Bullants
2023824165,"Ryan, Jakob",189.0,80.0,2004-09-20,Defender,Glenelg
